person_id,site_id,pref
DGN0000000315LFISW,LOV0000000427TNQAE,24
EHO0000000056MGJTX,LOV0000000427TNQAE,95
EHO0000000108MGJTX,LOV0000000427TNQAE,55
EHO0000000134MGJTX,LOV0000000427TNQAE,75
EHO0000000160MGJTX,LOV0000000427TNQAE,92
EHO0000000212MGJTX,LOV0000000427TNQAE,77
FIP0000000005NHKUY,LOV0000000427TNQAE,98
FIP0000000213NHKUY,LOV0000000427TNQAE,58
FIP0000000239NHKUY,LOV0000000427TNQAE,8
FIP0000000291NHKUY,LOV0000000427TNQAE,27
GJQ0000000110OILVZ,LOV0000000427TNQAE,89
GJQ0000000162OILVZ,LOV0000000427TNQAE,13
GJQ0000000188OILVZ,LOV0000000427TNQAE,54
GJQ0000000214OILVZ,LOV0000000427TNQAE,87
GJQ0000000318OILVZ,LOV0000000427TNQAE,84
HKR0000000033PJMWA,LOV0000000427TNQAE,72
HKR0000000163PJMWA,LOV0000000427TNQAE,70
HKR0000000189PJMWA,LOV0000000427TNQAE,18
HKR0000000241PJMWA,LOV0000000427TNQAE,26
HKR0000000293PJMWA,LOV0000000427TNQAE,83
ILS0000000008QKNXB,LOV0000000427TNQAE,6
ILS0000000060QKNXB,LOV0000000427TNQAE,1
ILS0000000164QKNXB,LOV0000000427TNQAE,70
ILS0000000320QKNXB,LOV0000000427TNQAE,62
JMT0000000009RLOYC,LOV0000000427TNQAE,93
JMT0000000035RLOYC,LOV0000000427TNQAE,0
JMT0000000139RLOYC,LOV0000000427TNQAE,36
JMT0000000217RLOYC,LOV0000000427TNQAE,36
JMT0000000243RLOYC,LOV0000000427TNQAE,29
JMT0000000269RLOYC,LOV0000000427TNQAE,81
JMT0000000295RLOYC,LOV0000000427TNQAE,28
JMT0000000321RLOYC,LOV0000000427TNQAE,59
KNU0000000036SMPZD,LOV0000000427TNQAE,51
KNU0000000088SMPZD,LOV0000000427TNQAE,100
KNU0000000114SMPZD,LOV0000000427TNQAE,82
KNU0000000140SMPZD,LOV0000000427TNQAE,69
KNU0000000192SMPZD,LOV0000000427TNQAE,55
KNU0000000244SMPZD,LOV0000000427TNQAE,85
KNU0000000270SMPZD,LOV0000000427TNQAE,92
LOV0000000037TNQAE,LOV0000000427TNQAE,42
LOV0000000063TNQAE,LOV0000000427TNQAE,61
LOV0000000089TNQAE,LOV0000000427TNQAE,97
LOV0000000141TNQAE,LOV0000000427TNQAE,14
LOV0000000167TNQAE,LOV0000000427TNQAE,84
LOV0000000297TNQAE,LOV0000000427TNQAE,73
LOV0000000323TNQAE,LOV0000000427TNQAE,13
MPW0000000012UORBF,LOV0000000427TNQAE,40
MPW0000000038UORBF,LOV0000000427TNQAE,56
MPW0000000142UORBF,LOV0000000427TNQAE,1
NQX0000000013VPSCG,LOV0000000427TNQAE,78
NQX0000000065VPSCG,LOV0000000427TNQAE,68
NQX0000000091VPSCG,LOV0000000427TNQAE,81
NQX0000000117VPSCG,LOV0000000427TNQAE,82
NQX0000000195VPSCG,LOV0000000427TNQAE,43
NQX0000000273VPSCG,LOV0000000427TNQAE,50
ORY0000000066WQTDH,LOV0000000427TNQAE,67
ORY0000000118WQTDH,LOV0000000427TNQAE,69
ORY0000000144WQTDH,LOV0000000427TNQAE,3
ORY0000000222WQTDH,LOV0000000427TNQAE,17
ORY0000000248WQTDH,LOV0000000427TNQAE,9
ORY0000000274WQTDH,LOV0000000427TNQAE,54
ORY0000000300WQTDH,LOV0000000427TNQAE,65
ORY0000000326WQTDH,LOV0000000427TNQAE,13
PSZ0000000015XRUEI,LOV0000000427TNQAE,100
PSZ0000000041XRUEI,LOV0000000427TNQAE,2
PSZ0000000093XRUEI,LOV0000000427TNQAE,41
PSZ0000000223XRUEI,LOV0000000427TNQAE,76
PSZ0000000249XRUEI,LOV0000000427TNQAE,39
PSZ0000000301XRUEI,LOV0000000427TNQAE,8
QTA0000000042YSVFJ,LOV0000000427TNQAE,39
QTA0000000068YSVFJ,LOV0000000427TNQAE,48
QTA0000000094YSVFJ,LOV0000000427TNQAE,7
QTA0000000120YSVFJ,LOV0000000427TNQAE,80
QTA0000000172YSVFJ,LOV0000000427TNQAE,86
QTA0000000302YSVFJ,LOV0000000427TNQAE,36
RUB0000000043ZTWGK,LOV0000000427TNQAE,69
RUB0000000069ZTWGK,LOV0000000427TNQAE,58
RUB0000000095ZTWGK,LOV0000000427TNQAE,27
RUB0000000121ZTWGK,LOV0000000427TNQAE,81
RUB0000000173ZTWGK,LOV0000000427TNQAE,12
RUB0000000225ZTWGK,LOV0000000427TNQAE,95
SVC0000000018AUXHL,LOV0000000427TNQAE,57
SVC0000000044AUXHL,LOV0000000427TNQAE,67
SVC0000000148AUXHL,LOV0000000427TNQAE,65
SVC0000000278AUXHL,LOV0000000427TNQAE,62
SVC0000000304AUXHL,LOV0000000427TNQAE,54
SVC0000000330AUXHL,LOV0000000427TNQAE,81
TWD0000000045BVYIM,LOV0000000427TNQAE,26
TWD0000000123BVYIM,LOV0000000427TNQAE,76
TWD0000000149BVYIM,LOV0000000427TNQAE,82
TWD0000000175BVYIM,LOV0000000427TNQAE,68
TWD0000000201BVYIM,LOV0000000427TNQAE,72
TWD0000000253BVYIM,LOV0000000427TNQAE,70
UXE0000000046CWZJN,LOV0000000427TNQAE,70
UXE0000000072CWZJN,LOV0000000427TNQAE,62
UXE0000000254CWZJN,LOV0000000427TNQAE,95
UXE0000000306CWZJN,LOV0000000427TNQAE,25
UXE0000000332CWZJN,LOV0000000427TNQAE,50
VYF0000000021DXAKO,LOV0000000427TNQAE,26
VYF0000000099DXAKO,LOV0000000427TNQAE,69
VYF0000000177DXAKO,LOV0000000427TNQAE,51
VYF0000000281DXAKO,LOV0000000427TNQAE,74
VYF0000000307DXAKO,LOV0000000427TNQAE,71
VYF0000000333DXAKO,LOV0000000427TNQAE,91
WZG0000000048EYBLP,LOV0000000427TNQAE,58
WZG0000000074EYBLP,LOV0000000427TNQAE,63
WZG0000000308EYBLP,LOV0000000427TNQAE,1
WZG0000000334EYBLP,LOV0000000427TNQAE,23
XAH0000000075FZCMQ,LOV0000000427TNQAE,40
XAH0000000153FZCMQ,LOV0000000427TNQAE,43
XAH0000000205FZCMQ,LOV0000000427TNQAE,57
XAH0000000257FZCMQ,LOV0000000427TNQAE,45
XAH0000000283FZCMQ,LOV0000000427TNQAE,38
YBI0000000050GADNR,LOV0000000427TNQAE,2
YBI0000000154GADNR,LOV0000000427TNQAE,43
YBI0000000180GADNR,LOV0000000427TNQAE,25
YBI0000000232GADNR,LOV0000000427TNQAE,21
YBI0000000258GADNR,LOV0000000427TNQAE,87
ZCJ0000000051HBEOS,LOV0000000427TNQAE,62
ZCJ0000000181HBEOS,LOV0000000427TNQAE,74
ZCJ0000000233HBEOS,LOV0000000427TNQAE,33
ADK0000000078ICFPT,LOV0000000453TNQAE,48
BEL0000000001JDGQU,LOV0000000453TNQAE,65
BEL0000000053JDGQU,LOV0000000453TNQAE,14
CFM0000000210KEHRV,LOV0000000453TNQAE,17
DGN0000000029LFISW,LOV0000000453TNQAE,74
DGN0000000133LFISW,LOV0000000453TNQAE,26
EHO0000000238MGJTX,LOV0000000453TNQAE,65
FIP0000000057NHKUY,LOV0000000453TNQAE,42
FIP0000000265NHKUY,LOV0000000453TNQAE,39
GJQ0000000032OILVZ,LOV0000000453TNQAE,28
GJQ0000000058OILVZ,LOV0000000453TNQAE,92
HKR0000000085PJMWA,LOV0000000453TNQAE,30
HKR0000000111PJMWA,LOV0000000453TNQAE,67
HKR0000000137PJMWA,LOV0000000453TNQAE,71
JMT0000000113RLOYC,LOV0000000453TNQAE,32
KNU0000000166SMPZD,LOV0000000453TNQAE,99
KNU0000000218SMPZD,LOV0000000453TNQAE,30
MPW0000000012UORBF,LOV0000000453TNQAE,50
MPW0000000168UORBF,LOV0000000453TNQAE,46
NQX0000000091VPSCG,LOV0000000453TNQAE,57
NQX0000000299VPSCG,LOV0000000453TNQAE,47
PSZ0000000223XRUEI,LOV0000000453TNQAE,33
QTA0000000016YSVFJ,LOV0000000453TNQAE,11
QTA0000000198YSVFJ,LOV0000000453TNQAE,28
RUB0000000147ZTWGK,LOV0000000453TNQAE,70
TWD0000000149BVYIM,LOV0000000453TNQAE,55
TWD0000000253BVYIM,LOV0000000453TNQAE,4
UXE0000000072CWZJN,LOV0000000453TNQAE,75
UXE0000000280CWZJN,LOV0000000453TNQAE,8
VYF0000000073DXAKO,LOV0000000453TNQAE,44
WZG0000000178EYBLP,LOV0000000453TNQAE,20
WZG0000000334EYBLP,LOV0000000453TNQAE,78
XAH0000000049FZCMQ,LOV0000000453TNQAE,19
XAH0000000127FZCMQ,LOV0000000453TNQAE,63
XAH0000000335FZCMQ,LOV0000000453TNQAE,79
YBI0000000024GADNR,LOV0000000453TNQAE,73
YBI0000000336GADNR,LOV0000000453TNQAE,19
ZCJ0000000207HBEOS,LOV0000000453TNQAE,74
BEL0000000339JDGQU,LOV0000000505TNQAE,38
CFM0000000132KEHRV,LOV0000000505TNQAE,91
DGN0000000003LFISW,LOV0000000505TNQAE,23
EHO0000000056MGJTX,LOV0000000505TNQAE,74
EHO0000000082MGJTX,LOV0000000505TNQAE,81
FIP0000000135NHKUY,LOV0000000505TNQAE,5
FIP0000000343NHKUY,LOV0000000505TNQAE,16
KNU0000000010SMPZD,LOV0000000505TNQAE,80
KNU0000000062SMPZD,LOV0000000505TNQAE,1
KNU0000000218SMPZD,LOV0000000505TNQAE,94
LOV0000000167TNQAE,LOV0000000505TNQAE,23
MPW0000000220UORBF,LOV0000000505TNQAE,44
NQX0000000221VPSCG,LOV0000000505TNQAE,92
ORY0000000170WQTDH,LOV0000000505TNQAE,19
SVC0000000122AUXHL,LOV0000000505TNQAE,79
WZG0000000230EYBLP,LOV0000000505TNQAE,60
XAH0000000179FZCMQ,LOV0000000505TNQAE,20
XAH0000000257FZCMQ,LOV0000000505TNQAE,62
ADK0000000000ICFPT,LOV0000000531TNQAE,67
ADK0000000026ICFPT,LOV0000000531TNQAE,56
ADK0000000052ICFPT,LOV0000000531TNQAE,73
ADK0000000130ICFPT,LOV0000000531TNQAE,59
ADK0000000156ICFPT,LOV0000000531TNQAE,96
ADK0000000234ICFPT,LOV0000000531TNQAE,34
ADK0000000260ICFPT,LOV0000000531TNQAE,30
ADK0000000286ICFPT,LOV0000000531TNQAE,61
ADK0000000312ICFPT,LOV0000000531TNQAE,50
BEL0000000027JDGQU,LOV0000000531TNQAE,23
BEL0000000053JDGQU,LOV0000000531TNQAE,73
BEL0000000131JDGQU,LOV0000000531TNQAE,19
BEL0000000157JDGQU,LOV0000000531TNQAE,24
BEL0000000183JDGQU,LOV0000000531TNQAE,13
BEL0000000209JDGQU,LOV0000000531TNQAE,46
BEL0000000235JDGQU,LOV0000000531TNQAE,10
CFM0000000002KEHRV,LOV0000000531TNQAE,13
CFM0000000028KEHRV,LOV0000000531TNQAE,21
CFM0000000106KEHRV,LOV0000000531TNQAE,13
CFM0000000158KEHRV,LOV0000000531TNQAE,25
CFM0000000184KEHRV,LOV0000000531TNQAE,87
CFM0000000210KEHRV,LOV0000000531TNQAE,80
CFM0000000288KEHRV,LOV0000000531TNQAE,63
DGN0000000003LFISW,LOV0000000531TNQAE,43
DGN0000000029LFISW,LOV0000000531TNQAE,9
DGN0000000107LFISW,LOV0000000531TNQAE,27
DGN0000000133LFISW,LOV0000000531TNQAE,78
DGN0000000237LFISW,LOV0000000531TNQAE,26
DGN0000000263LFISW,LOV0000000531TNQAE,27
DGN0000000289LFISW,LOV0000000531TNQAE,84
DGN0000000315LFISW,LOV0000000531TNQAE,10
EHO0000000056MGJTX,LOV0000000531TNQAE,33
EHO0000000108MGJTX,LOV0000000531TNQAE,87
EHO0000000134MGJTX,LOV0000000531TNQAE,73
EHO0000000160MGJTX,LOV0000000531TNQAE,56
EHO0000000212MGJTX,LOV0000000531TNQAE,22
FIP0000000005NHKUY,LOV0000000531TNQAE,16
FIP0000000213NHKUY,LOV0000000531TNQAE,27
FIP0000000239NHKUY,LOV0000000531TNQAE,19
FIP0000000291NHKUY,LOV0000000531TNQAE,46
GJQ0000000110OILVZ,LOV0000000531TNQAE,100
GJQ0000000162OILVZ,LOV0000000531TNQAE,64
GJQ0000000188OILVZ,LOV0000000531TNQAE,79
GJQ0000000214OILVZ,LOV0000000531TNQAE,72
GJQ0000000318OILVZ,LOV0000000531TNQAE,89
HKR0000000033PJMWA,LOV0000000531TNQAE,33
HKR0000000163PJMWA,LOV0000000531TNQAE,16
HKR0000000189PJMWA,LOV0000000531TNQAE,75
HKR0000000241PJMWA,LOV0000000531TNQAE,16
HKR0000000293PJMWA,LOV0000000531TNQAE,44
ILS0000000008QKNXB,LOV0000000531TNQAE,52
ILS0000000060QKNXB,LOV0000000531TNQAE,87
ILS0000000164QKNXB,LOV0000000531TNQAE,63
ILS0000000320QKNXB,LOV0000000531TNQAE,74
JMT0000000009RLOYC,LOV0000000531TNQAE,62
JMT0000000035RLOYC,LOV0000000531TNQAE,56
JMT0000000139RLOYC,LOV0000000531TNQAE,99
JMT0000000217RLOYC,LOV0000000531TNQAE,29
JMT0000000243RLOYC,LOV0000000531TNQAE,75
JMT0000000269RLOYC,LOV0000000531TNQAE,4
JMT0000000295RLOYC,LOV0000000531TNQAE,50
JMT0000000321RLOYC,LOV0000000531TNQAE,52
KNU0000000036SMPZD,LOV0000000531TNQAE,90
KNU0000000088SMPZD,LOV0000000531TNQAE,24
KNU0000000114SMPZD,LOV0000000531TNQAE,67
KNU0000000140SMPZD,LOV0000000531TNQAE,78
KNU0000000192SMPZD,LOV0000000531TNQAE,0
KNU0000000244SMPZD,LOV0000000531TNQAE,57
KNU0000000270SMPZD,LOV0000000531TNQAE,28
LOV0000000037TNQAE,LOV0000000531TNQAE,37
LOV0000000063TNQAE,LOV0000000531TNQAE,13
LOV0000000089TNQAE,LOV0000000531TNQAE,39
LOV0000000141TNQAE,LOV0000000531TNQAE,34
LOV0000000167TNQAE,LOV0000000531TNQAE,59
LOV0000000297TNQAE,LOV0000000531TNQAE,85
LOV0000000323TNQAE,LOV0000000531TNQAE,79
MPW0000000012UORBF,LOV0000000531TNQAE,16
MPW0000000038UORBF,LOV0000000531TNQAE,7
MPW0000000142UORBF,LOV0000000531TNQAE,90
NQX0000000013VPSCG,LOV0000000531TNQAE,21
NQX0000000065VPSCG,LOV0000000531TNQAE,6
NQX0000000091VPSCG,LOV0000000531TNQAE,13
NQX0000000117VPSCG,LOV0000000531TNQAE,11
NQX0000000195VPSCG,LOV0000000531TNQAE,29
NQX0000000273VPSCG,LOV0000000531TNQAE,60
ORY0000000066WQTDH,LOV0000000531TNQAE,89
ORY0000000118WQTDH,LOV0000000531TNQAE,69
ORY0000000144WQTDH,LOV0000000531TNQAE,13
ORY0000000222WQTDH,LOV0000000531TNQAE,69
ORY0000000248WQTDH,LOV0000000531TNQAE,87
ORY0000000274WQTDH,LOV0000000531TNQAE,24
ORY0000000300WQTDH,LOV0000000531TNQAE,86
ORY0000000326WQTDH,LOV0000000531TNQAE,21
PSZ0000000015XRUEI,LOV0000000531TNQAE,79
PSZ0000000041XRUEI,LOV0000000531TNQAE,50
PSZ0000000093XRUEI,LOV0000000531TNQAE,71
PSZ0000000223XRUEI,LOV0000000531TNQAE,91
PSZ0000000249XRUEI,LOV0000000531TNQAE,51
PSZ0000000301XRUEI,LOV0000000531TNQAE,37
QTA0000000042YSVFJ,LOV0000000531TNQAE,99
QTA0000000068YSVFJ,LOV0000000531TNQAE,18
QTA0000000094YSVFJ,LOV0000000531TNQAE,40
QTA0000000120YSVFJ,LOV0000000531TNQAE,83
QTA0000000172YSVFJ,LOV0000000531TNQAE,2
QTA0000000302YSVFJ,LOV0000000531TNQAE,20
RUB0000000043ZTWGK,LOV0000000531TNQAE,55
RUB0000000069ZTWGK,LOV0000000531TNQAE,90
RUB0000000095ZTWGK,LOV0000000531TNQAE,89
RUB0000000121ZTWGK,LOV0000000531TNQAE,19
RUB0000000173ZTWGK,LOV0000000531TNQAE,75
RUB0000000225ZTWGK,LOV0000000531TNQAE,92
SVC0000000018AUXHL,LOV0000000531TNQAE,11
SVC0000000044AUXHL,LOV0000000531TNQAE,65
SVC0000000148AUXHL,LOV0000000531TNQAE,12
SVC0000000278AUXHL,LOV0000000531TNQAE,24
SVC0000000304AUXHL,LOV0000000531TNQAE,18
SVC0000000330AUXHL,LOV0000000531TNQAE,88
TWD0000000045BVYIM,LOV0000000531TNQAE,48
TWD0000000123BVYIM,LOV0000000531TNQAE,6
TWD0000000149BVYIM,LOV0000000531TNQAE,50
TWD0000000175BVYIM,LOV0000000531TNQAE,48
TWD0000000201BVYIM,LOV0000000531TNQAE,13
TWD0000000253BVYIM,LOV0000000531TNQAE,21
UXE0000000046CWZJN,LOV0000000531TNQAE,99
UXE0000000072CWZJN,LOV0000000531TNQAE,72
UXE0000000254CWZJN,LOV0000000531TNQAE,5
UXE0000000306CWZJN,LOV0000000531TNQAE,38
UXE0000000332CWZJN,LOV0000000531TNQAE,53
VYF0000000021DXAKO,LOV0000000531TNQAE,86
VYF0000000099DXAKO,LOV0000000531TNQAE,66
VYF0000000177DXAKO,LOV0000000531TNQAE,42
VYF0000000281DXAKO,LOV0000000531TNQAE,67
VYF0000000307DXAKO,LOV0000000531TNQAE,73
VYF0000000333DXAKO,LOV0000000531TNQAE,2
WZG0000000048EYBLP,LOV0000000531TNQAE,27
WZG0000000074EYBLP,LOV0000000531TNQAE,31
WZG0000000308EYBLP,LOV0000000531TNQAE,48
WZG0000000334EYBLP,LOV0000000531TNQAE,52
XAH0000000075FZCMQ,LOV0000000531TNQAE,23
XAH0000000153FZCMQ,LOV0000000531TNQAE,61
XAH0000000205FZCMQ,LOV0000000531TNQAE,4
XAH0000000257FZCMQ,LOV0000000531TNQAE,9
XAH0000000283FZCMQ,LOV0000000531TNQAE,76
YBI0000000050GADNR,LOV0000000531TNQAE,23
YBI0000000154GADNR,LOV0000000531TNQAE,20
YBI0000000180GADNR,LOV0000000531TNQAE,38
YBI0000000232GADNR,LOV0000000531TNQAE,55
YBI0000000258GADNR,LOV0000000531TNQAE,27
ZCJ0000000051HBEOS,LOV0000000531TNQAE,62
ZCJ0000000181HBEOS,LOV0000000531TNQAE,12
ZCJ0000000233HBEOS,LOV0000000531TNQAE,13
ADK0000000078ICFPT,LOV0000000557TNQAE,31
BEL0000000001JDGQU,LOV0000000557TNQAE,77
BEL0000000053JDGQU,LOV0000000557TNQAE,2
CFM0000000210KEHRV,LOV0000000557TNQAE,53
DGN0000000029LFISW,LOV0000000557TNQAE,71
DGN0000000133LFISW,LOV0000000557TNQAE,39
EHO0000000238MGJTX,LOV0000000557TNQAE,8
FIP0000000057NHKUY,LOV0000000557TNQAE,26
FIP0000000265NHKUY,LOV0000000557TNQAE,41
GJQ0000000032OILVZ,LOV0000000557TNQAE,43
GJQ0000000058OILVZ,LOV0000000557TNQAE,98
HKR0000000085PJMWA,LOV0000000557TNQAE,65
HKR0000000111PJMWA,LOV0000000557TNQAE,88
HKR0000000137PJMWA,LOV0000000557TNQAE,2
JMT0000000113RLOYC,LOV0000000557TNQAE,60
KNU0000000166SMPZD,LOV0000000557TNQAE,10
KNU0000000218SMPZD,LOV0000000557TNQAE,64
MPW0000000012UORBF,LOV0000000557TNQAE,95
MPW0000000168UORBF,LOV0000000557TNQAE,54
NQX0000000091VPSCG,LOV0000000557TNQAE,25
NQX0000000299VPSCG,LOV0000000557TNQAE,70
PSZ0000000223XRUEI,LOV0000000557TNQAE,71
QTA0000000016YSVFJ,LOV0000000557TNQAE,26
QTA0000000198YSVFJ,LOV0000000557TNQAE,79
RUB0000000147ZTWGK,LOV0000000557TNQAE,22
TWD0000000149BVYIM,LOV0000000557TNQAE,41
TWD0000000253BVYIM,LOV0000000557TNQAE,61
UXE0000000072CWZJN,LOV0000000557TNQAE,76
UXE0000000280CWZJN,LOV0000000557TNQAE,96
VYF0000000073DXAKO,LOV0000000557TNQAE,65
WZG0000000178EYBLP,LOV0000000557TNQAE,23
WZG0000000334EYBLP,LOV0000000557TNQAE,25
XAH0000000049FZCMQ,LOV0000000557TNQAE,49
XAH0000000127FZCMQ,LOV0000000557TNQAE,53
XAH0000000335FZCMQ,LOV0000000557TNQAE,58
YBI0000000024GADNR,LOV0000000557TNQAE,43
YBI0000000336GADNR,LOV0000000557TNQAE,40
ZCJ0000000207HBEOS,LOV0000000557TNQAE,10
CFM0000000184KEHRV,LOV0000000583TNQAE,24
DGN0000000263LFISW,LOV0000000583TNQAE,84
FIP0000000083NHKUY,LOV0000000583TNQAE,52
HKR0000000059PJMWA,LOV0000000583TNQAE,38
LOV0000000219TNQAE,LOV0000000583TNQAE,14
NQX0000000247VPSCG,LOV0000000583TNQAE,83
ORY0000000300WQTDH,LOV0000000583TNQAE,15
PSZ0000000093XRUEI,LOV0000000583TNQAE,37
PSZ0000000171XRUEI,LOV0000000583TNQAE,13
TWD0000000097BVYIM,LOV0000000583TNQAE,56
TWD0000000227BVYIM,LOV0000000583TNQAE,70
UXE0000000228CWZJN,LOV0000000583TNQAE,90
VYF0000000125DXAKO,LOV0000000583TNQAE,3
XAH0000000179FZCMQ,LOV0000000583TNQAE,83
ADK0000000000ICFPT,LOV0000000609TNQAE,93
ADK0000000026ICFPT,LOV0000000609TNQAE,83
ADK0000000052ICFPT,LOV0000000609TNQAE,5
ADK0000000130ICFPT,LOV0000000609TNQAE,13
ADK0000000156ICFPT,LOV0000000609TNQAE,57
ADK0000000234ICFPT,LOV0000000609TNQAE,60
ADK0000000260ICFPT,LOV0000000609TNQAE,43
ADK0000000286ICFPT,LOV0000000609TNQAE,15
ADK0000000312ICFPT,LOV0000000609TNQAE,1
BEL0000000027JDGQU,LOV0000000609TNQAE,99
BEL0000000053JDGQU,LOV0000000609TNQAE,86
BEL0000000131JDGQU,LOV0000000609TNQAE,76
BEL0000000157JDGQU,LOV0000000609TNQAE,96
BEL0000000183JDGQU,LOV0000000609TNQAE,67
BEL0000000209JDGQU,LOV0000000609TNQAE,99
BEL0000000235JDGQU,LOV0000000609TNQAE,84
CFM0000000002KEHRV,LOV0000000609TNQAE,83
CFM0000000028KEHRV,LOV0000000609TNQAE,10
CFM0000000106KEHRV,LOV0000000609TNQAE,89
CFM0000000158KEHRV,LOV0000000609TNQAE,5
CFM0000000184KEHRV,LOV0000000609TNQAE,65
CFM0000000210KEHRV,LOV0000000609TNQAE,38
CFM0000000288KEHRV,LOV0000000609TNQAE,13
DGN0000000003LFISW,LOV0000000609TNQAE,77
DGN0000000029LFISW,LOV0000000609TNQAE,92
DGN0000000107LFISW,LOV0000000609TNQAE,92
DGN0000000133LFISW,LOV0000000609TNQAE,14
DGN0000000237LFISW,LOV0000000609TNQAE,63
DGN0000000263LFISW,LOV0000000609TNQAE,12
DGN0000000289LFISW,LOV0000000609TNQAE,47
DGN0000000315LFISW,LOV0000000609TNQAE,67
EHO0000000056MGJTX,LOV0000000609TNQAE,55
EHO0000000108MGJTX,LOV0000000609TNQAE,61
EHO0000000134MGJTX,LOV0000000609TNQAE,37
EHO0000000160MGJTX,LOV0000000609TNQAE,76
EHO0000000212MGJTX,LOV0000000609TNQAE,55
FIP0000000005NHKUY,LOV0000000609TNQAE,32
FIP0000000213NHKUY,LOV0000000609TNQAE,5
FIP0000000239NHKUY,LOV0000000609TNQAE,5
FIP0000000291NHKUY,LOV0000000609TNQAE,84
GJQ0000000110OILVZ,LOV0000000609TNQAE,97
GJQ0000000162OILVZ,LOV0000000609TNQAE,0
GJQ0000000188OILVZ,LOV0000000609TNQAE,60
GJQ0000000214OILVZ,LOV0000000609TNQAE,12
GJQ0000000318OILVZ,LOV0000000609TNQAE,23
HKR0000000033PJMWA,LOV0000000609TNQAE,29
HKR0000000163PJMWA,LOV0000000609TNQAE,14
HKR0000000189PJMWA,LOV0000000609TNQAE,9
HKR0000000241PJMWA,LOV0000000609TNQAE,65
HKR0000000293PJMWA,LOV0000000609TNQAE,83
ILS0000000008QKNXB,LOV0000000609TNQAE,93
ILS0000000060QKNXB,LOV0000000609TNQAE,5
ILS0000000164QKNXB,LOV0000000609TNQAE,40
ILS0000000320QKNXB,LOV0000000609TNQAE,14
JMT0000000009RLOYC,LOV0000000609TNQAE,79
JMT0000000035RLOYC,LOV0000000609TNQAE,2
JMT0000000139RLOYC,LOV0000000609TNQAE,95
JMT0000000217RLOYC,LOV0000000609TNQAE,69
JMT0000000243RLOYC,LOV0000000609TNQAE,43
JMT0000000269RLOYC,LOV0000000609TNQAE,56
JMT0000000295RLOYC,LOV0000000609TNQAE,82
JMT0000000321RLOYC,LOV0000000609TNQAE,26
KNU0000000036SMPZD,LOV0000000609TNQAE,54
KNU0000000088SMPZD,LOV0000000609TNQAE,41
KNU0000000114SMPZD,LOV0000000609TNQAE,48
KNU0000000140SMPZD,LOV0000000609TNQAE,36
KNU0000000192SMPZD,LOV0000000609TNQAE,21
KNU0000000244SMPZD,LOV0000000609TNQAE,35
KNU0000000270SMPZD,LOV0000000609TNQAE,27
LOV0000000037TNQAE,LOV0000000609TNQAE,42
LOV0000000063TNQAE,LOV0000000609TNQAE,14
LOV0000000089TNQAE,LOV0000000609TNQAE,43
LOV0000000141TNQAE,LOV0000000609TNQAE,23
LOV0000000167TNQAE,LOV0000000609TNQAE,98
LOV0000000297TNQAE,LOV0000000609TNQAE,38
LOV0000000323TNQAE,LOV0000000609TNQAE,30
MPW0000000012UORBF,LOV0000000609TNQAE,43
MPW0000000038UORBF,LOV0000000609TNQAE,10
MPW0000000142UORBF,LOV0000000609TNQAE,83
NQX0000000013VPSCG,LOV0000000609TNQAE,26
NQX0000000065VPSCG,LOV0000000609TNQAE,32
NQX0000000091VPSCG,LOV0000000609TNQAE,5
NQX0000000117VPSCG,LOV0000000609TNQAE,7
NQX0000000195VPSCG,LOV0000000609TNQAE,7
NQX0000000273VPSCG,LOV0000000609TNQAE,86
ORY0000000066WQTDH,LOV0000000609TNQAE,95
ORY0000000118WQTDH,LOV0000000609TNQAE,56
ORY0000000144WQTDH,LOV0000000609TNQAE,13
ORY0000000222WQTDH,LOV0000000609TNQAE,32
ORY0000000248WQTDH,LOV0000000609TNQAE,98
ORY0000000274WQTDH,LOV0000000609TNQAE,77
ORY0000000300WQTDH,LOV0000000609TNQAE,64
ORY0000000326WQTDH,LOV0000000609TNQAE,5
PSZ0000000015XRUEI,LOV0000000609TNQAE,12
PSZ0000000041XRUEI,LOV0000000609TNQAE,77
PSZ0000000093XRUEI,LOV0000000609TNQAE,99
PSZ0000000223XRUEI,LOV0000000609TNQAE,47
PSZ0000000249XRUEI,LOV0000000609TNQAE,32
PSZ0000000301XRUEI,LOV0000000609TNQAE,71
QTA0000000042YSVFJ,LOV0000000609TNQAE,10
QTA0000000068YSVFJ,LOV0000000609TNQAE,41
QTA0000000094YSVFJ,LOV0000000609TNQAE,8
QTA0000000120YSVFJ,LOV0000000609TNQAE,93
QTA0000000172YSVFJ,LOV0000000609TNQAE,67
QTA0000000302YSVFJ,LOV0000000609TNQAE,21
RUB0000000043ZTWGK,LOV0000000609TNQAE,53
RUB0000000069ZTWGK,LOV0000000609TNQAE,70
RUB0000000095ZTWGK,LOV0000000609TNQAE,37
RUB0000000121ZTWGK,LOV0000000609TNQAE,52
RUB0000000173ZTWGK,LOV0000000609TNQAE,63
RUB0000000225ZTWGK,LOV0000000609TNQAE,26
SVC0000000018AUXHL,LOV0000000609TNQAE,89
SVC0000000044AUXHL,LOV0000000609TNQAE,43
SVC0000000148AUXHL,LOV0000000609TNQAE,89
SVC0000000278AUXHL,LOV0000000609TNQAE,33
SVC0000000304AUXHL,LOV0000000609TNQAE,7
SVC0000000330AUXHL,LOV0000000609TNQAE,52
