id,day,hours
UXE0000000852CWZJN,We,8.0
UXE0000000852CWZJN,Th,8.0
UXE0000000852CWZJN,Fr,4.0
UXE0000000878CWZJN,Mo,7.0
UXE0000000878CWZJN,Th,7.0
UXE0000000904CWZJN,Mo,7.0
UXE0000000904CWZJN,Th,7.0
VYF0000000359DXAKO,Mo,5.0
VYF0000000359DXAKO,Tu,8.0
VYF0000000359DXAKO,We,5.0
VYF0000000359DXAKO,Th,8.0
VYF0000000385DXAKO,Mo,3.5
VYF0000000385DXAKO,We,3.0
VYF0000000385DXAKO,Fr,6.5
VYF0000000411DXAKO,Mo,8.0
VYF0000000411DXAKO,Tu,8.0
VYF0000000411DXAKO,We,8.0
VYF0000000411DXAKO,Th,8.0
VYF0000000437DXAKO,Mo,7.0
VYF0000000437DXAKO,Tu,7.0
VYF0000000437DXAKO,We,7.0
VYF0000000437DXAKO,Th,7.0
VYF0000000437DXAKO,Fr,7.0
VYF0000000463DXAKO,Mo,8.0
VYF0000000463DXAKO,Tu,8.0
VYF0000000463DXAKO,We,8.0
VYF0000000463DXAKO,Th,8.0
VYF0000000463DXAKO,Fr,8.0
VYF0000000515DXAKO,Mo,6.5
VYF0000000515DXAKO,Tu,6.5
VYF0000000515DXAKO,We,6.5
VYF0000000515DXAKO,Th,6.5
VYF0000000515DXAKO,Fr,6.5
VYF0000000541DXAKO,Tu,2.0
VYF0000000593DXAKO,Mo,8.0
VYF0000000593DXAKO,Tu,8.0
VYF0000000593DXAKO,Fr,8.0
VYF0000000619DXAKO,Mo,3.0
VYF0000000619DXAKO,Tu,3.0
VYF0000000619DXAKO,We,3.0
VYF0000000619DXAKO,Th,3.0
VYF0000000619DXAKO,Fr,3.0
VYF0000000645DXAKO,Mo,1.5
VYF0000000645DXAKO,Th,4.0
VYF0000000671DXAKO,Mo,1.0
VYF0000000671DXAKO,Tu,1.0
VYF0000000671DXAKO,Th,1.0
VYF0000000671DXAKO,Fr,1.0
VYF0000000697DXAKO,Tu,0.5
VYF0000000749DXAKO,Tu,6.0
VYF0000000749DXAKO,We,5.0
VYF0000000749DXAKO,Th,3.0
VYF0000000775DXAKO,Mo,4.0
VYF0000000775DXAKO,Tu,8.0
VYF0000000775DXAKO,We,8.0
VYF0000000775DXAKO,Th,8.0
VYF0000000775DXAKO,Fr,4.0
VYF0000000801DXAKO,Mo,1.0
VYF0000000801DXAKO,Tu,2.5
VYF0000000801DXAKO,We,2.5
VYF0000000801DXAKO,Th,2.5
VYF0000000827DXAKO,Mo,8.0
VYF0000000827DXAKO,Tu,8.0
VYF0000000827DXAKO,We,8.0
VYF0000000827DXAKO,Th,8.0
VYF0000000827DXAKO,Fr,8.0
VYF0000000853DXAKO,Mo,4.0
VYF0000000853DXAKO,Tu,8.0
VYF0000000853DXAKO,We,8.0
VYF0000000853DXAKO,Th,8.0
VYF0000000853DXAKO,Fr,4.0
VYF0000000879DXAKO,Mo,3.0
VYF0000000879DXAKO,Tu,3.0
VYF0000000879DXAKO,We,3.0
VYF0000000879DXAKO,Th,3.0
VYF0000000879DXAKO,Fr,3.0
WZG0000000360EYBLP,Mo,8.0
WZG0000000360EYBLP,Tu,8.0
WZG0000000360EYBLP,We,8.0
WZG0000000360EYBLP,Th,8.0
WZG0000000360EYBLP,Fr,8.0
WZG0000000412EYBLP,Tu,1.5
WZG0000000438EYBLP,Mo,7.0
WZG0000000438EYBLP,Tu,7.0
WZG0000000438EYBLP,We,7.0
WZG0000000438EYBLP,Th,7.0
WZG0000000438EYBLP,Fr,7.0
WZG0000000464EYBLP,Mo,3.5
WZG0000000464EYBLP,We,3.5
WZG0000000464EYBLP,Th,3.5
WZG0000000490EYBLP,Mo,8.0
WZG0000000490EYBLP,Tu,8.0
WZG0000000490EYBLP,We,8.0
WZG0000000490EYBLP,Th,8.0
WZG0000000490EYBLP,Fr,8.0
WZG0000000516EYBLP,Mo,3.5
WZG0000000516EYBLP,Tu,3.0
WZG0000000516EYBLP,We,3.5
WZG0000000516EYBLP,Th,3.0
WZG0000000516EYBLP,Fr,3.0
WZG0000000542EYBLP,We,6.0
WZG0000000542EYBLP,Th,6.0
WZG0000000568EYBLP,Th,1.5
WZG0000000568EYBLP,Fr,1.5
WZG0000000594EYBLP,Mo,7.0
WZG0000000594EYBLP,Tu,7.0
WZG0000000594EYBLP,Th,7.0
WZG0000000594EYBLP,Fr,7.0
WZG0000000620EYBLP,We,0.5
WZG0000000646EYBLP,Tu,4.0
WZG0000000646EYBLP,Th,4.0
WZG0000000646EYBLP,Fr,4.5
WZG0000000672EYBLP,Mo,4.0
WZG0000000698EYBLP,Mo,1.0
WZG0000000750EYBLP,Mo,1.5
WZG0000000750EYBLP,Tu,3.5
WZG0000000750EYBLP,We,3.0
WZG0000000750EYBLP,Th,1.5
WZG0000000750EYBLP,Fr,3.0
WZG0000000776EYBLP,Mo,1.0
WZG0000000802EYBLP,Th,3.0
WZG0000000802EYBLP,Fr,3.0
WZG0000000828EYBLP,Tu,1.0
WZG0000000828EYBLP,Th,1.0
WZG0000000854EYBLP,Mo,2.5
WZG0000000854EYBLP,We,3.5
WZG0000000880EYBLP,Mo,1.0
WZG0000000880EYBLP,Tu,1.0
WZG0000000880EYBLP,We,1.5
WZG0000000880EYBLP,Th,1.0
XAH0000000361FZCMQ,Mo,8.0
XAH0000000361FZCMQ,Tu,8.0
XAH0000000361FZCMQ,We,8.0
XAH0000000361FZCMQ,Th,8.0
XAH0000000361FZCMQ,Fr,8.0
XAH0000000387FZCMQ,Mo,8.0
XAH0000000387FZCMQ,Tu,8.0
XAH0000000387FZCMQ,We,8.0
XAH0000000387FZCMQ,Th,8.0
XAH0000000387FZCMQ,Fr,8.0
XAH0000000413FZCMQ,Mo,6.0
XAH0000000413FZCMQ,Tu,6.0
XAH0000000413FZCMQ,We,6.0
XAH0000000413FZCMQ,Th,6.0
XAH0000000413FZCMQ,Fr,6.0
XAH0000000439FZCMQ,Mo,7.0
XAH0000000439FZCMQ,Tu,7.0
XAH0000000439FZCMQ,We,7.0
XAH0000000439FZCMQ,Th,7.0
XAH0000000439FZCMQ,Fr,7.0
XAH0000000465FZCMQ,Tu,1.5
XAH0000000465FZCMQ,Th,2.0
XAH0000000491FZCMQ,Mo,8.0
XAH0000000491FZCMQ,Tu,8.0
XAH0000000491FZCMQ,We,8.0
XAH0000000491FZCMQ,Th,8.0
XAH0000000491FZCMQ,Fr,8.0
XAH0000000517FZCMQ,Mo,0.5
XAH0000000517FZCMQ,Th,0.5
XAH0000000543FZCMQ,Mo,6.5
XAH0000000543FZCMQ,Tu,6.5
XAH0000000543FZCMQ,We,6.5
XAH0000000543FZCMQ,Th,6.5
XAH0000000543FZCMQ,Fr,6.5
XAH0000000569FZCMQ,Tu,6.0
XAH0000000569FZCMQ,Th,6.5
XAH0000000595FZCMQ,Mo,7.0
XAH0000000595FZCMQ,Tu,7.0
XAH0000000595FZCMQ,We,5.0
XAH0000000595FZCMQ,Th,7.0
XAH0000000595FZCMQ,Fr,7.0
XAH0000000621FZCMQ,Mo,0.5
XAH0000000621FZCMQ,Tu,1.0
XAH0000000621FZCMQ,Th,0.5
XAH0000000621FZCMQ,Fr,0.5
XAH0000000647FZCMQ,We,2.5
XAH0000000647FZCMQ,Fr,3.5
XAH0000000673FZCMQ,Mo,5.5
XAH0000000673FZCMQ,Tu,5.5
XAH0000000673FZCMQ,We,5.5
XAH0000000699FZCMQ,Tu,3.5
XAH0000000699FZCMQ,Th,3.5
XAH0000000751FZCMQ,Mo,5.5
XAH0000000751FZCMQ,Tu,6.0
XAH0000000751FZCMQ,We,5.5
XAH0000000751FZCMQ,Th,4.0
XAH0000000751FZCMQ,Fr,1.5
XAH0000000803FZCMQ,Mo,1.0
XAH0000000803FZCMQ,Tu,6.5
XAH0000000803FZCMQ,We,1.0
XAH0000000803FZCMQ,Th,6.5
XAH0000000829FZCMQ,Mo,4.0
XAH0000000829FZCMQ,Tu,8.0
XAH0000000829FZCMQ,We,8.0
XAH0000000829FZCMQ,Th,8.0
XAH0000000829FZCMQ,Fr,4.0
XAH0000000855FZCMQ,Mo,0.5
YBI0000000362GADNR,Mo,8.0
YBI0000000362GADNR,Tu,8.0
YBI0000000362GADNR,We,8.0
YBI0000000362GADNR,Th,8.0
YBI0000000362GADNR,Fr,4.0
YBI0000000388GADNR,Mo,8.0
YBI0000000388GADNR,Tu,8.0
YBI0000000388GADNR,We,8.0
YBI0000000388GADNR,Th,8.0
YBI0000000388GADNR,Fr,8.0
YBI0000000414GADNR,Mo,4.0
YBI0000000414GADNR,We,4.0
YBI0000000440GADNR,Mo,7.0
YBI0000000440GADNR,Tu,7.0
YBI0000000440GADNR,We,7.0
YBI0000000440GADNR,Th,7.0
YBI0000000440GADNR,Fr,7.0
YBI0000000466GADNR,Mo,8.0
YBI0000000466GADNR,Tu,8.0
YBI0000000466GADNR,We,8.0
YBI0000000466GADNR,Th,8.0
YBI0000000466GADNR,Fr,8.0
YBI0000000492GADNR,Mo,0.5
YBI0000000492GADNR,Tu,0.5
YBI0000000492GADNR,We,2.0
YBI0000000492GADNR,Th,0.5
YBI0000000492GADNR,Fr,0.5
YBI0000000518GADNR,Mo,0.5
YBI0000000518GADNR,We,1.0
YBI0000000518GADNR,Th,0.5
YBI0000000570GADNR,Tu,0.5
YBI0000000570GADNR,We,0.5
YBI0000000570GADNR,Th,0.5
YBI0000000596GADNR,Mo,7.0
YBI0000000596GADNR,Tu,7.0
YBI0000000596GADNR,Th,7.0
YBI0000000596GADNR,Fr,7.0
YBI0000000622GADNR,Mo,0.5
YBI0000000622GADNR,Tu,1.5
YBI0000000622GADNR,We,1.0
YBI0000000622GADNR,Th,1.0
YBI0000000622GADNR,Fr,1.0
YBI0000000648GADNR,Mo,6.5
YBI0000000648GADNR,Tu,6.5
YBI0000000648GADNR,We,6.5
YBI0000000648GADNR,Th,6.5
YBI0000000648GADNR,Fr,6.5
YBI0000000674GADNR,Th,4.0
YBI0000000700GADNR,Tu,1.5
YBI0000000700GADNR,Th,1.5
YBI0000000700GADNR,Fr,0.5
YBI0000000726GADNR,Tu,1.5
YBI0000000726GADNR,We,0.5
YBI0000000726GADNR,Fr,1.0
YBI0000000752GADNR,Mo,4.0
YBI0000000752GADNR,Tu,8.0
YBI0000000752GADNR,We,8.0
YBI0000000752GADNR,Th,8.0
YBI0000000752GADNR,Fr,4.0
YBI0000000778GADNR,Mo,4.0
YBI0000000778GADNR,Tu,8.0
YBI0000000778GADNR,We,8.0
YBI0000000778GADNR,Th,8.0
YBI0000000778GADNR,Fr,4.0
YBI0000000804GADNR,Mo,4.0
YBI0000000804GADNR,Tu,8.0
YBI0000000804GADNR,We,8.0
YBI0000000804GADNR,Th,8.0
YBI0000000804GADNR,Fr,4.0
YBI0000000830GADNR,Tu,0.5
YBI0000000830GADNR,Th,0.5
YBI0000000856GADNR,Mo,4.0
YBI0000000856GADNR,Tu,8.0
YBI0000000856GADNR,We,8.0
YBI0000000856GADNR,Th,8.0
YBI0000000856GADNR,Fr,4.0
ZCJ0000000363HBEOS,Mo,8.0
ZCJ0000000363HBEOS,Tu,8.0
ZCJ0000000363HBEOS,We,8.0
ZCJ0000000363HBEOS,Th,8.0
ZCJ0000000363HBEOS,Fr,8.0
ZCJ0000000389HBEOS,Mo,6.5
ZCJ0000000389HBEOS,Tu,6.5
ZCJ0000000389HBEOS,We,6.0
ZCJ0000000389HBEOS,Th,3.5
ZCJ0000000389HBEOS,Fr,5.0
ZCJ0000000415HBEOS,Mo,2.5
ZCJ0000000415HBEOS,Tu,2.5
ZCJ0000000415HBEOS,We,2.5
ZCJ0000000415HBEOS,Th,2.5
ZCJ0000000415HBEOS,Fr,2.5
ZCJ0000000441HBEOS,Mo,7.0
ZCJ0000000441HBEOS,Tu,7.0
ZCJ0000000441HBEOS,We,7.0
ZCJ0000000441HBEOS,Th,7.0
ZCJ0000000441HBEOS,Fr,7.0
ZCJ0000000467HBEOS,Mo,8.0
ZCJ0000000467HBEOS,Tu,8.0
ZCJ0000000467HBEOS,We,8.0
ZCJ0000000467HBEOS,Th,8.0
ZCJ0000000467HBEOS,Fr,8.0
ZCJ0000000493HBEOS,Tu,5.5
ZCJ0000000493HBEOS,We,5.5
ZCJ0000000493HBEOS,Th,5.5
ZCJ0000000493HBEOS,Fr,4.5
ZCJ0000000545HBEOS,Tu,5.5
ZCJ0000000545HBEOS,We,5.5
ZCJ0000000545HBEOS,Th,5.5
ZCJ0000000545HBEOS,Fr,4.5
ZCJ0000000571HBEOS,Tu,2.0
ZCJ0000000571HBEOS,Th,2.0
ZCJ0000000597HBEOS,Mo,2.0
ZCJ0000000597HBEOS,Tu,2.5
ZCJ0000000597HBEOS,We,2.5
ZCJ0000000597HBEOS,Th,2.5
ZCJ0000000597HBEOS,Fr,0.5
ZCJ0000000623HBEOS,Fr,0.5
ZCJ0000000649HBEOS,Mo,6.5
ZCJ0000000649HBEOS,Tu,6.5
ZCJ0000000649HBEOS,We,6.5
ZCJ0000000649HBEOS,Th,6.5
ZCJ0000000649HBEOS,Fr,6.5
ZCJ0000000675HBEOS,Mo,6.0
ZCJ0000000675HBEOS,Tu,6.0
ZCJ0000000675HBEOS,We,6.0
ZCJ0000000675HBEOS,Th,6.0
ZCJ0000000675HBEOS,Fr,6.0
ZCJ0000000701HBEOS,Mo,0.5
ZCJ0000000701HBEOS,Tu,0.5
ZCJ0000000701HBEOS,We,1.5
ZCJ0000000701HBEOS,Th,4.5
ZCJ0000000701HBEOS,Fr,3.0
ZCJ0000000831HBEOS,Mo,7.0
ZCJ0000000831HBEOS,Tu,7.0
ZCJ0000000831HBEOS,We,7.0
ZCJ0000000831HBEOS,Th,7.0
ZCJ0000000831HBEOS,Fr,7.0
ZCJ0000000857HBEOS,Mo,0.5
ZCJ0000000883HBEOS,Mo,0.5
ZCJ0000000883HBEOS,We,0.5
ZCJ0000000883HBEOS,Th,0.5
